id,standard_id,scale_type,level,descriptor_ko,cut_score,source_id
29369,[10공영1-02-08],achievement_level,E,말하거나 쓸 때 상대방의 생각이나 관점을 존중하고 언어 예절을 갖추어 표현하려고 노력하는 태도를 보인다. 평가 과제 타 문화의 생활 양식 속 comfort food 탐구하기,,ncic_2022_eng_level_781
29385,[10공영2-01-04],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 일이나 사건의 논리적 관계를 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29386,[10공영2-01-04],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 일이나 사건의 논리적 관계를 비교적 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29387,[10공영2-01-04],achievement_level,C,다양한 유형의 말이나 글에서 사실 정보를 활용하여 일이나 사건의 논리적 관계를 대략적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29388,[10공영2-01-04],achievement_level,D,다양한 유형의 말이나 글에서 사실 정보를 활용하여 일이나 사건의 논리적 관계를 부분적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29389,[10공영2-01-04],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에서 단순한 사실 정보를 활용하여 일이나 사건의 논리적 관계를 제한적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29400,[10공영2-01-07],achievement_level,A,다양한 매체의 길고 복잡한 말이나 글을 비판적 관점을 가지고 정확하게 이해할 수 있다.,,ncic_2022_eng_level_781
29401,[10공영2-01-07],achievement_level,B,다양한 매체의 길고 복잡한 말이나 글을 비판적 관점을 가지고 비교적 정확하게 이해할 수 있다.,,ncic_2022_eng_level_781
29402,[10공영2-01-07],achievement_level,C,다양한 매체의 말이나 글을 비판적 관점을 가지고 대략적으로 이해할 수 있다.,,ncic_2022_eng_level_781
29403,[10공영2-01-07],achievement_level,D,다양한 매체의 말이나 글을 비판적 관점을 가지고 부분적으로 이해할 수 있다.,,ncic_2022_eng_level_781
29404,[10공영2-01-07],achievement_level,E,다양한 매체의 짧고 간단한 말이나 글을 비판적 관점을 가지고 제한적으로 이해할 수 있다.,,ncic_2022_eng_level_781
29405,[10공영2-01-08],achievement_level,A,말이나 글의 이해를 위한 적절한 전략을 다양하게 적용할 수 있다.,,ncic_2022_eng_level_781
29406,[10공영2-01-08],achievement_level,B,말이나 글의 이해를 위한 적절한 전략을 비교적 다양하게 적용할 수 있다.,,ncic_2022_eng_level_781
29407,[10공영2-01-08],achievement_level,C,말이나 글의 이해를 위한 적절한 전략을 대략적으로 적용할 수 있다.,,ncic_2022_eng_level_781
29408,[10공영2-01-08],achievement_level,D,말이나 글의 이해를 위한 적절한 전략을 부분적으로 적용할 수 있다.,,ncic_2022_eng_level_781
29409,[10공영2-01-08],achievement_level,E,말이나 글의 이해를 위한 적절한 전략을 제한적으로 적용할 수 있다. (2) 표현 영역 성취기준,,ncic_2022_eng_level_781
29445,[10공영2-02-08],achievement_level,A,적절한 전략과 다양한 매체를 다양하게 활용하여 상황과 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_781
29446,[10공영2-02-08],achievement_level,B,적절한 전략과 다양한 매체를 비교적 다양하게 활용하여 상황과 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_781
29447,[10공영2-02-08],achievement_level,C,적절한 전략과 다양한 매체를 대략적으로 활용하여 상황과 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_781
29448,[10공영2-02-08],achievement_level,D,적절한 전략과 다양한 매체를 부분적으로 활용하여 상황과 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_781
29449,[10공영2-02-08],achievement_level,E,적절한 전략과 다양한 매체를 제한적으로 활용하여 상황과 목적에 맞게 말하거나 쓸 수 있다.,,ncic_2022_eng_level_781
29453,[10공영2-01-02],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 주제나 요지를 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29454,[10공영2-01-02],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 주제나 요지를 비교적 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29455,[10공영2-01-02],achievement_level,C,다양한 유형의 말이나 글에서 사실 정보를 활용하여 주제나 요지를 대략적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29456,[10공영2-01-02],achievement_level,D,다양한 유형의 말이나 글에서 사실 정보를 활용하여 주제나 요지를 부분적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29457,[10공영2-01-02],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에서 단순한 사실 정보를 활용하여 주제나 요지를 제한적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29458,[10공영2-01-06],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 내용의 전개 방식이나 구조를 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29459,[10공영2-01-06],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 내용의 전개 방식이나 구조를 비교적 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29460,[10공영2-01-06],achievement_level,C,다양한 유형의 말이나 글에서 사실 정보를 활용하여 내용의 전개 방식이나 구조를 대략적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29461,[10공영2-01-06],achievement_level,D,다양한 유형의 말이나 글에서 사실 정보를 활용하여 내용의 전개 방식이나 구조를 부분적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29462,[10공영2-01-06],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에서 단순한 사실 정보를 활용하여 내용의 전개 방식이나 구조를 제한적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29468,[10공영2-02-06],achievement_level,A,다양한 소통의 목적에 맞게 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 말하거나 글로 표현할 수 있다.,,ncic_2022_eng_level_781
29469,[10공영2-02-06],achievement_level,B,다양한 소통의 목적에 맞게 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 말하거나 글로 표현할 수 있다.,,ncic_2022_eng_level_781
29470,[10공영2-02-06],achievement_level,C,다양한 소통의 목적에 맞게 적절한 어휘와 언어 형식을 활용하여 대략적으로 말하거나 글로 표현할 수 있다.,,ncic_2022_eng_level_781
29471,[10공영2-02-06],achievement_level,D,다양한 소통의 목적에 맞게 적절한 어휘와 언어 형식을 활용하여 부분적으로 말하거나 글로 표현할 수 있다.,,ncic_2022_eng_level_781
29472,[10공영2-02-06],achievement_level,E,다양한 소통의 목적에 맞게 주어진 어휘와 언어 형식을 활용하여 제한적으로 말하거나 글로 표현할 수 있다.,,ncic_2022_eng_level_781
29478,[10공영2-01-03],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 말이나 글의 분위기나 등장인물의 심정 및 의도 등을 정확하게 추론할 수 있다.,,ncic_2022_eng_level_781
29479,[10공영2-01-03],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 말이나 글의 분위기나 등장인물의 심정 및 의도 등을 비교적 정확하게 추론할 수 있다.,,ncic_2022_eng_level_781
29480,[10공영2-01-03],achievement_level,C,다양한 유형의 말이나 글에서 사실 정보를 활용하여 말이나 글의 분위기나 등장인물의 심정 및 의도 등을 대략적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29481,[10공영2-01-03],achievement_level,D,다양한 유형의 말이나 글에서 사실 정보를 활용하여 말이나 글의 분위기나 화자나 인물의 심정 및 의도 등을 부분적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29482,[10공영2-01-03],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에서 단순한 사실 정보를 활용하여 말이나 글의 분위기나 화자나 인물의 심정 및 의도 등을 제한적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29508,[10공영2-02-03],achievement_level,A,경험이나 계획 등을 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29509,[10공영2-02-03],achievement_level,B,경험이나 계획 등을 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29510,[10공영2-02-03],achievement_level,C,경험이나 계획 등을 적절한 어휘와 언어 형식을 활용하여 대략적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29511,[10공영2-02-03],achievement_level,D,경험이나 계획 등을 적절한 어휘와 언어 형식을 활용하여 부분적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29512,[10공영2-02-03],achievement_level,E,경험이나 계획 등을 주어진 어휘와 언어 형식을 활용하여 제한적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29538,[10공영2-02-05],achievement_level,A,듣거나 읽은 내용을 요약할 때 다양하고 적절한 어휘와 언어 형식을 활용하여 정확하게 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29539,[10공영2-02-05],achievement_level,B,듣거나 읽은 내용을 요약할 때 다양하고 적절한 어휘와 언어 형식을 활용하여 비교적 정확하게 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29540,[10공영2-02-05],achievement_level,C,듣거나 읽은 내용을 요약할 때 다양하고 적절한 어휘와 언어 형식을 활용하여 대략적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29541,[10공영2-02-05],achievement_level,D,듣거나 읽은 내용을 요약할 때 다양하고 적절한 어휘와 언어 형식을 활용하여 부분적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29542,[10공영2-02-05],achievement_level,E,듣거나 읽은 내용을 요약할 때 다양하고 적절한 어휘와 언어 형식을 활용하여 제한적으로 말하거나 기술할 수 있다.,,ncic_2022_eng_level_781
29553,[10공영2-01-05],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에 포함된 표현의 함축적 의미를 사실 정보와 맥락 정보를 활용하여 정확하게 추론할 수 있다.,,ncic_2022_eng_level_781
29554,[10공영2-01-05],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에 포함된 표현의 함축적 의미를 사실 정보와 맥락 정보를 활용하여 비교적 정확하게 추론할 수 있다.,,ncic_2022_eng_level_781
29555,[10공영2-01-05],achievement_level,C,다양한 유형의 말이나 글에 포함된 표현의 함축적 의미를 사실 정보를 활용하여 대략적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29556,[10공영2-01-05],achievement_level,D,다양한 유형의 말이나 글에 포함된 표현의 함축적 의미를 사실 정보를 활용하여 부분적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29557,[10공영2-01-05],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에 포함된 표현의 함축적 의미를 단순한 사실 정보를 활용하여 제한적으로 추론할 수 있다.,,ncic_2022_eng_level_781
29576,[10공영2-01-01],achievement_level,A,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 세부 정보를 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29577,[10공영2-01-01],achievement_level,B,다양한 유형의 길고 복잡한 말이나 글에서 사실 정보와 맥락 정보를 활용하여 세부 정보를 비교적 정확하게 파악할 수 있다.,,ncic_2022_eng_level_781
29578,[10공영2-01-01],achievement_level,C,다양한 유형의 말이나 글에서 사실 정보를 활용하여 세부 정보를 대략적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29579,[10공영2-01-01],achievement_level,D,다양한 유형의 말이나 글에서 사실 정보를 활용하여 세부 정보를 부분적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29580,[10공영2-01-01],achievement_level,E,다양한 유형의 짧고 간단한 말이나 글에서 단순한 사실 정보를 활용하여 세부 정보를 제한적으로 파악할 수 있다.,,ncic_2022_eng_level_781
29581,[10공영2-02-01],achievement_level,A,"실물, 그림, 사진, 도표 등을 활용하여 다양하고 적절한 어휘와 언어 형식으로 내용을 정확하게 설명할 수 있다.",,ncic_2022_eng_level_781
29582,[10공영2-02-01],achievement_level,B,"실물, 그림, 사진, 도표 등을 활용하여 다양하고 적절한 어휘와 언어 형식으로 내용을 비교적 정확하게 설명할 수 있다.",,ncic_2022_eng_level_781
29583,[10공영2-02-01],achievement_level,C,"실물, 그림, 사진, 도표 등을 활용하여 적절한 어휘와 언어 형식으로 내용을 대략적으로 설명할 수 있다.",,ncic_2022_eng_level_781
